ZE-Nr,ZE-Name,WKA-Name,WKA-Typ,ZE-Standort,ZE-Kanton,ZE-Status,Funktion: Turbinieren,Funktion: Pumpen,QTurbine [m3/sec],Inst. Turbinenleistung,"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""",Max. Leistung ab Generator,"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Prod. ohne Umwälzbetrieb - W.,Prod. ohne Umwälzbetrieb - S.,Prod. ohne Umwälzbetrieb - J.,"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""",QPumpe [m3/sec],Inst. Pumpenleistung,Leistungsaufnahme Motoren,Bedarf ohne Umwälzb. - W.,Bedarf ohne Umwälzb. - S.,Bedarf ohne Umwälzb. - J.,ZE-Erste Inbetriebnahme,ZE-Letzte Inbetriebnahme,ZE-Kote,Proz. Anteil CH,Kantonsanteil: Kanton Name (1),Kantonsanteil (1),Kantonsanteil: Kanton Name (2),Kantonsanteil (2),Kantonsanteil: Kanton Name (3),Kantonsanteil (3),Genutzte Gewässer - Name (1),Genutzte Gewässer - Name (2),Genutzte Gewässer - Name (3),Genutzte Gewässer - Name (4),Genutzte Gewässer - Name (5),Genutzte Gewässer - Name (6),Genutzte Gewässer - Name (7),"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Genutzte Gewässer - Name (8),Genutzte Gewässer - Name (9),Genutzte Gewässer - Name (10),Genutzte Gewässer - Name (11),Genutzte Gewässer - Name (12),Ersatzenergie: Richtung (1),Ersatzenergie: Partner (1),Ersatzenergie: Richtung (2),Ersatzenergie: Partner (2),Ersatzenergie: Richtung (3),Ersatzenergie: Partner (3),Ersatzenergie: Richtung (4),Ersatzenergie: Partner (4),Ersatzenergie: Richtung (5),Ersatzenergie: Partner (5),Ersatzenergie :Richtung (6),Ersatzenergie: Partner (6),Ersatzenergie: Richtung (7),Ersatzenergie: Partner (7),Ersatzenergie: Richtung (8),Ersatzenergie: Partner (8),Ersatzenergie: Richtung (9),Ersatzenergie: Partner (9),Ersatzenergie: Richtung (10),Ersatzenergie: Partner (10),Ersatzenergie: Richtung (11),Ersatzenergie: Partner (11),Ersatzenergie: Richtung (12),Ersatzenergie: Partner (12),Rechte - Name (1),Rechte - Endjahr (1),Rechte - Name (2),Rechte - Endjahr (2),Rechte - Name (3),Rechte - Endjahr (3),Rechte - Name (4),Rechte - Endjahr (4),Rechte - Name (5),Rechte - Endjahr (5),Rechte - Name (6),Rechte - Endjahr (6),Rechte - Name (7),Rechte - Endjahr (7),Rechte - Name (8),Rechte - Endjahr (8),Rechte - Name (9),Rechte - Endjahr (9),Rechte - Name (10),Rechte - Endjahr (10),Bemerkung (1),Bemerkung (2),Bemerkung (3),Bemerkung (4),Bemerkung (5),Bemerkung (6),Bemerkung (7),Bemerkung (8),Bemerkung (9),Bemerkung (10),ZE-Koordinaten unscharf (Ost),ZE-Koordinaten unscharf (Nord)
204900,Aarberg,Aarberg,L,Aarberg,Bern,im Normalbetrieb,T,,170,15.2,15.2,14.6,14.6,36.02,54.03,90.05,90.05,0,0,0,0,0,0,1968,1994,449.15,100,Bern,100,,,,,Aare,,,,,,,14.6,,,,,,B,FMHL (Centrale Veytaux),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2048,,,,,,,,,,,,,,,,,,,"- Nutzungsdauer: 	Bezogen auf die Ausbauwassermenge von 215 m3/s (Zentralen Niederried, Aarberg und Kallnach)","- Ersatzenergie: 	Die Angabe bezieht sich auf die Zentralen Niederried, Aarberg, Kallnach und Hagneck. Einzelwerte ",                     	der Zentralen nicht bekannt ,Das Dotierkraftwerk Aaberg erzeugt mit 210 kW Leistung und 3.5 m3/s Wasserdurchsatz eine Jahresproduktion von 1.5 GWh;,diese wird dem KW Aarberg zugerechnet. Mit einer Erneuerung des Dotierkraftwekes wird die 300 kW Leistung erreicht und,wird somit als eigene Anlage in der WASTA aufgenommen.,                  , ,                         	,,587330,209660
205000,Kallnach,Kallnach,L,Kallnach,Bern,im Normalbetrieb,T,,45,8.3,8.3,8.1,8.1,19.2,30.05,49.25,49.25,0,0,0,0,0,0,1913,1980,433.55,100,Bern,100,,,,,Aare,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2043,,,,,,,,,,,,,,,,,,,- Die konzedierte Ausbauwassermenge beträgt 70 m3/s            ,- Ersatzenergie: 	Bezug von Forces Motrices Hongrin-Léman SA bereits unter Zentrale Aarberg aufgeführt    ,                     	Einzelwerte der Zentralen nicht bekannt,                        ,,,,,,,584000,207850
205100,"Hagneck 1 (M3,M4,M5) Dotieran.",Hagneck 1,L,Hagneck,Bern,im Normalbetrieb,T,,40,2.91,2.91,3.41,3.41,5,6,11,11,0,0,0,0,0,0,1900,2016,440.39,100,Bern,100,,,,,Aare,Hagneck-Kanal,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2095,,,,,,,,,,,,,,,,,,,- Ersatzenergie: 	Bezug von Forces Motrices Hongrin-Léman SA  bereits unter Zentrale Aarberg aufgeführt    ,                    	Einzelwerte der Zentralen nicht bekannt,- Dotier und Lockwassserturbinen, , ,                 	        ,,,,,580270,212270
205150,Hagneck 2 (M 1 u. M 2),Hagneck 2,L,Hagneck,Bern,im Normalbetrieb,T,,280,20.96,20.96,22.6,22.6,44,55,99,99,0,0,0,0,0,0,2015,,429.9,100,Bern,100,,,,,Aare,Hagneck-Kanal,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2095,,,,,,,,,,,,,,,,,,,- Ersatzenergie: 	Bezug von Forces Motrices Hongrin-Léman SA  bereits unter Zentrale Aarberg aufgeführt    ,                    	Einzelwerte der Zentralen nicht bekannt, , ,,,,,,,580200,212100
205200,La Dernier,La Dernier,S,La Dernier,Waadt,im Normalbetrieb,T,,13,28,28,27,27,22,9,31,31,0,0,0,0,0,0,1903,1988,756.2,100,Waadt,100,,,,,Lac Brenet,Lac de Joux,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516740,172900
205300,La Jougnenaz,La Jougnenaz,L,Vallorbe,Waadt,im Normalbetrieb,T,,6,2.35,2.35,2.1,2.1,3.8,2.2,6,6,0,0,0,0,0,0,1955,1970,744.25,100,Waadt,100,,,,,La Jougnenaz,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520340,175200
205400,Les Clées,Les Clées,L,Les Clées,Waadt,im Normalbetrieb,T,,21,30,30,27,27,47.5,55.5,103,103,0,0,0,0,0,0,1955,1955,574.3,100,Waadt,100,,,,,Lac Brenet,Lac de Joux,L'Orbe,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524050,176030
205500,Montcherand,Montcherand,L,Montcherand,Waadt,im Normalbetrieb,T,,19,15.5,15.5,14,14,26.5,30.5,57,57,0,0,0,0,0,0,1908,1950,469.84,100,Waadt,100,,,,,Lac Brenet,Lac de Joux,L'Orbe,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529280,175530
205600,Le Chalet,Le Chalet,L,Orbe,Waadt,im Normalbetrieb,T,,18,2.6,2.6,2.32,2.32,5.7,3.6,9.3,9.3,0,0,0,0,0,0,1894,1988,453.16,100,Waadt,100,,,,,L'Orbe,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529950,175580
205650,Moulinets sur l'Orbe,Moulinets sur l'Orbe,L,Orbe,Waadt,im Normalbetrieb,T,,21.6,0.77,0.77,1.01,1.01,2.1,2.1,4.2,4.2,0,0,0,0,0,0,2013,,442.13,100,Waadt,100,,,,,L'Orbe,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530710,174820
205700,Moulins ROD,Moulins ROD,L,Orbe,Waadt,stillgelegt,T,,15,0.58,0.58,0.58,0.58,0.9,0.8,1.7,1.7,0,0,0,0,0,0,1920,1982,445.54,100,Waadt,100,,,,,L'Orbe,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,530710,174800
205800,La Doux,St.Sulpice,L,La Doux / St.Sulpice,Neuenburg,stillgelegt,T,,5,0.82,0.82,0.87,0.87,1.6,1.8,3.4,3.4,0,0,0,0,0,0,1896,1929,768.7,100,Neuenburg,100,,,,,L'Areuse (Source),,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,- Etat de la centrale: Exploitation abandonnée au profit de la nouvelle centrale St.Sulpice NE (205850)  ,                       	 Les valeurs indiquées se referent au dernier état d'exploitation, ,exploitation abandonnée - exploitation abandonnée - exploitation abandonnée - exploitation abandonnée - exploitation abandonnée - exploitation abandonnée,                            ,                                     ,,,,,532000,195000
205850,St.Sulpice,St.Sulpice,L,St.Sulpice,Neuenburg,im Normalbetrieb,T,,12.5,3.9,3.9,3.8,3.8,5,4,9,9,0,0,0,0,0,0,1988,1988,750.9,100,Neuenburg,100,,,,,L'Areuse (Source),,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2065,,,,,,,,,,,,,,,,,,,- La nouvelle centrale de St.Sulpice remplace entre autres la centrale de La Doux (205800),                                   ,,,,,,,,,532870,195880
205900,Le Furcil,Le Furcil,L,"Noiraigue, Le Furcil",Neuenburg,im Normalbetrieb,T,,10,0.68,0.68,0.64,0.64,1.65,1.64,3.29,3.29,0,0,0,0,0,0,1956,1956,717.2,100,Neuenburg,100,,,,,L'Areuse,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546200,200530
206000,Plan-de-l'Eau,Plan-de-l'Eau,L,Brot - Dessous,Neuenburg,im Normalbetrieb,T,,4.8,1.11,1.11,1.02,1.02,3.7,3.8,7.5,7.5,0,0,0,0,0,0,1896,1928,688.54,100,Neuenburg,100,,,,,L'Areuse,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547100,200460
206100,Les Moyats,Les Moyats,L,"Brot-Dessous, Les Moyats",Neuenburg,im Normalbetrieb,T,,4.56,1.6,1.6,1.5,1.5,4,3.6,7.6,7.6,0,0,0,0,0,0,1887,1940,629.8,100,Neuenburg,100,,,,,L'Areuse,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548080,200430
206200,Combe-Garot,Combe-Garot,L,"Boudry, Combe-Garot",Neuenburg,im Normalbetrieb,T,,6,4.86,4.86,4.49,4.49,12.15,10.45,22.6,22.6,0,0,0,0,0,0,1897,1961,532,100,Neuenburg,100,,,,,L'Areuse,,,,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551120,201450
206300,Usine du Chanet,Usine du Chanet,L,Boudry,Neuenburg,im Normalbetrieb,T,,7.3,4.4,4.4,4.2,4.2,12.5,11.8,24.3,24.3,0,0,0,0,0,0,1914,1972,459,100,Neuenburg,100,,,,,L'Areuse,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553590,201090
206350,Boudry (les Essert),Boudry (les Essert),L,Boudry,Neuenburg,im Normalbetrieb,T,,14,0.5,0.5,0.5,0.5,0.65,1,1.65,1.65,0,0,0,0,0,0,2014,,443.1,100,Neuenburg,100,,,,,L'Areuse,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554650,200150
206400,Serrières centrale 3,Serrières centrale 3,L,"Neuchâtel, Serrières",Neuenburg,stillgelegt,T,,5.26,0.51,0.51,0.4,0.4,0.6,0.4,1,1,0,0,0,0,0,0,1920,1983,457.43,100,Neuenburg,100,,,,,La Serrière,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559160,203820
206500,Serrières centrale 1,Serrières centrale 1,L,"Neuchâtel, Serrières",Neuenburg,stillgelegt,T,,2.5,0.36,0.36,0.34,0.34,0.4,0.4,0.8,0.8,0,0,0,0,0,0,1939,1979,440.92,100,Neuenburg,100,,,,,La Serrière,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559340,203620
206525,Serrières centrale 2,Serrières centrale 2,L,"Neuchâtel, Serrières",Neuenburg,stillgelegt,T,,3.9,0.32,0.32,0.3,0.3,0.63,0.37,1,1,0,0,0,0,0,0,1939,1979,433.62,100,Neuenburg,100,,,,,La Serrière,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559380,203550
206530,"La Serrière, Neuchâtel",La Serrière,L,"La Serrière, Neuchâtel",Neuenburg,im Normalbetrieb,T,,5,1.3,1.3,1.3,1.3,2.6,1.8,4.4,4.4,0,0,0,0,0,0,2016,,433.62,100,Neuenburg,100,,,,,Source de la Serrière,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559380,203550
206550,Sous les Roches,Sous les Roches,L,Sonceboz,Bern,im Normalbetrieb,T,,5,0.39,0.39,0.36,0.36,0.96,0.84,1.8,1.8,0,0,0,0,0,0,2005,2005,626.2,100,Bern,100,,,,,La Suze,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580700,226550
206600,Rondchâtel,Rondchâtel,L,"Péry, Rondchâtel",Bern,im Normalbetrieb,T,,7,3,3,3,3,6.35,8.25,14.6,14.6,0,0,0,0,0,0,1883,2013,529.37,100,Bern,100,,,,,La Suze,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585680,224470
206700,Chauffat,Chauffat,L,"Péry, Frinvillier",Bern,stillgelegt,T,,2.8,0.3,0.3,0.3,0.3,0.8,0.7,1.5,1.5,0,0,0,0,0,0,1893,1924,528.3,100,Bern,100,,,,,La Suze,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585920,224370
206750,Frinvillier,Frinvillier,L,Frinvillier,Bern,im Normalbetrieb,T,,7.5,0.35,0.35,0.33,0.33,0.85,0.7,1.55,1.55,0,0,0,0,0,0,1869,2005,518.4,100,Bern,100,,,,,Schüss,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585980,224170
206800,Taubenloch,Taubenloch,L,Biel-Bözingen,Bern,im Normalbetrieb,T,,3,0.32,0.32,0.3,0.3,1,1,2,2,0,0,0,0,0,0,1896,2006,503.59,100,Bern,100,,,,,Schüss,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586580,223320
206900,Bözingen,Bözingen,L,Bözingen,Bern,im Normalbetrieb,T,,6.6,3.25,3.25,2.75,2.75,7.38,4.92,12.3,12.3,0,0,0,0,0,0,1876,2013,447.94,100,Bern,100,,,,,Schüss,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586950,222630
206950,Brügg,Brügg,L,Brügg,Bern,im Normalbetrieb,T,,219.4,5.2,5.2,3.6,3.6,9.59,11.73,21.32,21.32,0,0,0,0,0,0,1995,1995,421.7,100,Bern,100,,,,,Aare,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586300,218700
206975,Wannenfluh,Wannenfluh,L,Rüderswil,Bern,im Normalbetrieb,T,,12,0.42,0.42,0.4,0.4,0.94,0.86,1.8,1.8,0,0,0,0,0,0,1999,1999,599.4,100,Bern,100,,,,,Emme,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621550,205180
206985,"Gohlhaus, Lützelflüh","Gohlhaus, Lützelflüh",L,"Gohlhusbrügg, Lützelflüh",Bern,im Normalbetrieb,T,,16,0.42,0.42,0.42,0.42,0.9,1.3,2.2,2.2,0,0,0,0,0,0,2016,,586.3,100,Bern,100,,,,,Emme,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619280,205780
207000,Hagerhüsli,Hagerhüsli,L,Bätterkinden,Bern,im Normalbetrieb,T,,12,0.5,0.5,0.48,0.48,1.3,1.2,2.5,2.5,0,0,0,0,0,0,1854,2002,476,100,Bern,100,,,,,Aefligen-Giesse,Emme,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607350,218890
207100,Bätterkinden,Bätterkinden,L,Bätterkinden,Bern,im Normalbetrieb,T,,12,0.4,0.4,0.38,0.38,1.1,1.1,2.2,2.2,0,0,0,0,0,0,1855,2002,469.5,100,Bern,100,,,,,Aefligen-Giesse,Emme,Urtenen,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608000,220230
207200,Utzenstorf,Utzenstorf,L,Utzenstorf,Bern,im Normalbetrieb,T,,12,0.38,0.38,0.35,0.35,0.9,0.9,1.8,1.8,0,0,0,0,0,0,1893,1949,466.66,100,Bern,100,,,,,Emme,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608150,221660
207300,Moosbrunnen 1 (Gerlafingen 1),Gerlafingen 1,L,Wiler bei Utzenstorf,Bern,im Normalbetrieb,T,,12,0.5,0.5,0.5,0.5,1,1.6,2.6,2.6,0,0,0,0,0,0,1889,1995,461.8,100,Bern,100,,,,,Emme,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608050,222770
207400,Biberist (Papierfabrik),Biberist,L,Biberist,Solothurn,im Normalbetrieb,T,,12,0.5,0.5,0.49,0.49,1.5,1.2,2.7,2.7,0,0,0,0,0,0,1864,1985,442.94,100,Solothurn,100,,,,,Emme,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609890,225850
207500,Emmenhof,Emmenhof,L,Derendingen,Solothurn,im Normalbetrieb,T,,12,0.33,0.33,0.32,0.32,0.8,0.9,1.7,1.7,0,0,0,0,0,0,1863,1986,442.57,100,Solothurn,100,,,,,Emme,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610920,227110
207600,"Untere Emmengasse, Luterbach",Untere Emmengasse,L,Luterbach,Solothurn,im Normalbetrieb,T,,13,0.86,0.86,0.82,0.82,2.7,2.5,5.2,5.2,0,0,0,0,0,0,1876,2001,433.7,100,Solothurn,100,,,,,Emme,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610650,228190
207650,Luterbach,Luterbach,L,Luterbach,Solothurn,im Normalbetrieb,T,,12,0.32,0.32,0.3,0.3,0.77,0.72,1.49,1.49,0,0,0,0,0,0,1888,1988,430.47,100,Solothurn,100,,,,,Emme,,,,,,,0.3,,,,,,B,Alpiq Hydro Aare AG (Zentr. Flumenthal),,,,,,,,,,,,,,,,,,,,,,,,,Bewilligung,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,610310,229260
207700,Flumenthal,Flumenthal,L,Riedholz,Solothurn,im Normalbetrieb,T,,350,23.4,23.4,21.7,21.7,65,82,147,147,0,0,0,0,0,0,1970,2009,422.7,100,Bern,37.9,Solothurn,62.1,,,Aare,,,,,,,21.7,,,,,,A,Gesellschaft des Aare-Emmenkanals,A,Hydroelectra (Zentrale Luterbach),,,,,,,,,,,,,,,,,,,,,Konzession(en),2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611460,230920
207800,Bannwil,Bannwil,L,Bannwil,Bern,im Normalbetrieb,T,,435,28.5,28.5,26.8,26.8,67.17,82.09,149.26,149.26,0,0,0,0,0,0,1970,2000,410.5,100,Bern,100,,,,,Aare,,,,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622240,230980
207900,Wynau,Wynau I,L,Oberwynau,Bern,im Normalbetrieb,T,,220,12,12,10.4,10.4,22,29,51,51,0,0,0,0,0,0,1996,1996,400,100,Bern,90.2,Solothurn,9.8,,,Aare,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2096,,,,,,,,,,,,,,,,,,,- Nutzungsdauer:	Bezogen auf die Ausbauwassermenge von 420 m3/s  (Zentralen Wynau und Schwarzhäusern),- Die Konzession wird ab der Kollaudation im Sommer 2016 zu laufen beginnen und beträgt 80 Jahre,                       ,                                        ,,,,,,,626350,233920
208000,Schwarzhäusern,Wynau II,L,Schwarzhäusern,Bern,im Normalbetrieb,T,,200,8.2,8.2,6.1,6.1,18.4,22.6,41,41,0,0,0,0,0,0,1923,1979,410.64,100,Bern,90.2,Solothurn,9.8,,,Aare,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2096,,,,,,,,,,,,,,,,,,,- Nutzungsdauer: 	Bezogen auf die Ausbauwassermenge von 420 m3/s  (Zentralen Wynau und Schwarzhäusern),- Die Konzession wird ab der Kollaudation 2016 zu laufen beginnen und beträgt 80 Jahre,                          ,,,,,,,,626250,234050
208100,Ruppoldingen,Ruppoldingen,L,Boningen,Solothurn,im Normalbetrieb,T,,475,23,23,21.5,21.5,50.6,64.4,115,115,0,0,0,0,0,0,2000,2000,398,100,Solothurn,50,Aargau,50,,,Aare,,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2075,,,,,,,,,,,,,,,,,,,- Erste Zentrale Ruppoldingen stand seit 1896 in Betrieb und wurde 1925 erneuert,- Der Ersatz und Neubau der ersten Zentrale wurde im Jahre 2000 in Betrieb genommen,                               ,,,,,,,,633200,240250
208200,Aarburg,Aarburg,L,Aarburg,Aargau,im Normalbetrieb,T,,3,0.42,0.42,0.4,0.4,1.45,1.24,2.69,2.69,0,0,0,0,0,0,1889,2006,399.1,100,Aargau,100,,,,,Wigger,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635120,241020
208250,"Dünnern, Olten","Dünnern, Olten",L,Olten,Solothurn,im Normalbetrieb,T,,5,0.37,0.37,0.37,0.37,0.7,0.9,1.6,1.6,0,0,0,0,0,0,2015,,385,100,Solothurn,100,,,,,Dünnern,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634760,244300
208300,Gösgen,Gösgen,L,Niedergösgen,Solothurn,im Normalbetrieb,T,,380,51.3,51.3,49,49,134.2,168.8,303,303,0,0,0,0,0,0,1917,2000,379.24,100,Solothurn,93,Aargau,7,,,Aare,,,,,,,49,,,,,,A,"Bally AG, Schönenwerd",B,IBA (Zentrale Aarau Stadt),,,,,,,,,,,,,,,,,,,,,Konzession(en),2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640850,246650
208400,Aarau Stadt,Aarau Stadt,L,Aarau,Aargau,im Normalbetrieb,T,,394,16.93,16.93,16.08,16.08,47.9,61.2,109.1,109.1,0,0,0,0,0,0,1893,1964,371.74,100,Solothurn,82,Aargau,18,,,Aare,,,,,,,16.08,,,,,,A,Alpiq Hydro Aare AG (Zentrale Gösgen),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2014,,,,,,,,,,,,,,,,,,,- Konzessionserneuerung und Ausbau wurde durch die Kantone Solothurn und Aargau zugestimmt. Aufgrund eines Verfahrens,   jedoch noch nicht rechtskräftig. Neue Konzession würde bis ins Jahr 2082 laufen.,,,,,,,,,645090,249500
208500,Rüchlig,Rüchlig - HKW,L,Aarau,Aargau,im Normalbetrieb,T,,360,9.2,9.2,8.8,8.8,24,30,54,54,0,0,0,0,0,0,1929,2014,363,100,Aargau,100,,,,,Aare,,,,,,,8.8,,,,,,B,KRA (Zentrale Rupperswil),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646140,250060
208560,Rüchlig-Dotierzentrale,Rüchlig-Dotierzentrale,L,Aarau,Aargau,im Normalbetrieb,T,,40,1.2,1.2,1,1,3.6,4.5,8.1,8.1,0,0,0,0,0,0,2014,2014,362.5,100,Aargau,100,,,,,Aare,,,,,,,1,,,,,,B,KRA (Zentrale Rupperswil),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646320,249990
208600,Rupperswil,Rupperswil-Auenstein,L,Auenstein,Aargau,im Normalbetrieb,T,,492,40,40,39.3,39.3,98.1,122.5,220.6,220.6,0,0,0,0,0,0,1945,1993,357.25,100,Aargau,100,,,,,Aare,,,,,,,39.3,,,,,,A,Axpo Power AG (Zentrale Rüchlig),A,JCF (Zentrale Wildegg; stillgelegt),B,Axpo Power AG (Zentrale Wildegg-Brugg),A,Axpo Power AG (Rüchlig-Dotierzentrale),,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651030,251440
208650,Rupperswil-Dotierzentrale,Rupperswil-Auenstein,L,Rupperswil,Aargau,im Normalbetrieb,T,,25,1.74,1.74,1.67,1.67,4,6,10,10,0,0,0,0,0,0,1945,2010,351.4,100,Aargau,100,,,,,Aare,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,2018,,,,,,,,,,,,,,,,,,,- Ersatz alte Zentrale Rupperswil-Dotierzentrale im Jahr 2010, ,,,,,,,,,650990,251300
