ZE-Nr,ZE-Name,WKA-Name,WKA-Typ,ZE-Standort,ZE-Kanton,ZE-Status,Funktion: Turbinieren,Funktion: Pumpen,QTurbine [m3/sec],Inst. Turbinenleistung,"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""",Max. Leistung ab Generator,"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Prod. ohne Umwälzbetrieb - W.,Prod. ohne Umwälzbetrieb - S.,Prod. ohne Umwälzbetrieb - J.,"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""",QPumpe [m3/sec],Inst. Pumpenleistung,Leistungsaufnahme Motoren,Bedarf ohne Umwälzb. - W.,Bedarf ohne Umwälzb. - S.,Bedarf ohne Umwälzb. - J.,ZE-Erste Inbetriebnahme,ZE-Letzte Inbetriebnahme,ZE-Kote,Proz. Anteil CH,Kantonsanteil: Kanton Name (1),Kantonsanteil (1),Kantonsanteil: Kanton Name (2),Kantonsanteil (2),Kantonsanteil: Kanton Name (3),Kantonsanteil (3),Genutzte Gewässer - Name (1),Genutzte Gewässer - Name (2),Genutzte Gewässer - Name (3),Genutzte Gewässer - Name (4),Genutzte Gewässer - Name (5),Genutzte Gewässer - Name (6),Genutzte Gewässer - Name (7),"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Genutzte Gewässer - Name (8),Genutzte Gewässer - Name (9),Genutzte Gewässer - Name (10),Genutzte Gewässer - Name (11),Genutzte Gewässer - Name (12),Ersatzenergie: Richtung (1),Ersatzenergie: Partner (1),Ersatzenergie: Richtung (2),Ersatzenergie: Partner (2),Ersatzenergie: Richtung (3),Ersatzenergie: Partner (3),Ersatzenergie: Richtung (4),Ersatzenergie: Partner (4),Ersatzenergie: Richtung (5),Ersatzenergie: Partner (5),Ersatzenergie :Richtung (6),Ersatzenergie: Partner (6),Ersatzenergie: Richtung (7),Ersatzenergie: Partner (7),Ersatzenergie: Richtung (8),Ersatzenergie: Partner (8),Ersatzenergie: Richtung (9),Ersatzenergie: Partner (9),Ersatzenergie: Richtung (10),Ersatzenergie: Partner (10),Ersatzenergie: Richtung (11),Ersatzenergie: Partner (11),Ersatzenergie: Richtung (12),Ersatzenergie: Partner (12),Rechte - Name (1),Rechte - Endjahr (1),Rechte - Name (2),Rechte - Endjahr (2),Rechte - Name (3),Rechte - Endjahr (3),Rechte - Name (4),Rechte - Endjahr (4),Rechte - Name (5),Rechte - Endjahr (5),Rechte - Name (6),Rechte - Endjahr (6),Rechte - Name (7),Rechte - Endjahr (7),Rechte - Name (8),Rechte - Endjahr (8),Rechte - Name (9),Rechte - Endjahr (9),Rechte - Name (10),Rechte - Endjahr (10),Bemerkung (1),Bemerkung (2),Bemerkung (3),Bemerkung (4),Bemerkung (5),Bemerkung (6),Bemerkung (7),Bemerkung (8),Bemerkung (9),Bemerkung (10),ZE-Koordinaten unscharf (Ost),ZE-Koordinaten unscharf (Nord)
305350,Bruggmühle,Bruggmühle,L,Bremgarten,Aargau,im Normalbetrieb,T,,30,0.54,0.54,0.54,0.54,2.11,1.4,3.51,3.51,0,0,0,0,0,0,1998,1998,359.5,100,Aargau,100,,,,,Reuss,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668050,244710
305400,Windisch,Windisch,L,Windisch,Aargau,im Normalbetrieb,T,,55,2.09,2.09,2.01,2.01,5.8,6.4,12.2,12.2,0,0,0,0,0,0,1830,1976,333.47,100,Aargau,100,,,,,Reuss,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659720,259240
400050,Limmern,Limmern,U,"Linthal, Ochsenstafel",Glarus,im Normalbetrieb,T,P,200,500,500,500,500,3.2,0.7,3.9,3.9,140,500,500,0,0,0,2016,2016,1706.4,100,Glarus,100,,,,,Limmernsee,Muttsee,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2096,,,,,,,,,,,,,,,,,,,- Zentrale Limmern praktiziert Uwälzbetrieb,- Status der Zentrale: Die Aufnahme des Normalbetriebes mit zwei Maschinen mit je 250 MW erfolgte im 2016,- Die weiteren zwei Maschinen mit total 500 MW gehen voraussichtlich im Jahre 2018 in Betrieb,,,,,,,,720030,189850
400100,Muttsee,Muttsee,S,"Linthal, Ochsenstafel",Glarus,im Normalbetrieb,T,,0.9,4.4,4.4,4,4,6.4,1.4,7.8,7.8,0,0,0,0,0,0,1965,1965,1869.65,100,Glarus,100,,,,,Muttsee,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720060,189570
400200,Tierfehd (Limmern),Tierfehd (Limmern),S,"Linthal, Tierfehd",Glarus,im Normalbetrieb,T,P,30,261,261,255,255,172,111.7,283.7,283.7,6.3,34,38,10,47.5,57.5,1964,1964,816.3,100,Glarus,100,,,,,Biffertenbäche,Fätschbach,Limmernbach,Limmernsee,Oberstafelbach,Quellbach,Ringgenbach,255,Rötibach,,,,,A,Axpo AG (Zentrale Fätschbach),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2044,,,,,,,,,,,,,,,,,,,- Zentralen Tierfehd (Limmern) und Tierfehd (Hintersand) in einer Kaverne ,- Bei Pumpbetrieb wird Wasser der Zentrale Tierfehd (Hintersand) in den Limmernsee gefördert                                                         , ,                                    ,,,,,,,718030,192830
400250,Tierfehd (Umwälzwerk),Tierfehd (Umwälzwerk),P,"Linthal, Tierfehd",Glarus,im Normalbetrieb,T,P,15.3,140,140,140,140,0,0,0,0,13.7,140,140,0,0,0,2010,,778.43,100,Glarus,100,,,,,Limmernbach,Limmernsee,Tierfehd (Ausgleichsbecken),,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2044,,,,,,,,,,,,,,,,,,,- Zentrale Tierfehd (Umwälzwerk) praktiziert Umwälzbetrieb, ,,,,,,,,,717880,193120
400300,Tierfehd (Hintersand),Tierfehd (Hintersand),L,"Linthal, Tierfehd",Glarus,im Normalbetrieb,T,,10,42,42,40,40,11.5,71.5,83,83,0,0,0,0,0,0,1964,1968,816.3,100,Glarus,100,,,,,Bifertenbach,Bodenbach,Durnagelbach,Fisetenbach,Furbach,Jetzbach,Limmernbach,40,Walenbach,Wichlenbach,Wildwüestibach,Wolfisbach,,A,SNE (Zentrale Schwanden (Sernf)),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2044,,,,,,,,,,,,,,,,,,,- Zentralen Tierfehd (Limmern) und Tierfehd (Hintersand) in einer Kaverne ,- Bei Pumpbetrieb der Zentrale Tierfehd (Limmern) wird Wasser der Zentrale Tierfehd (Hintersand) in den Limmernsee gefördert                                                        ,    ,  ,,,,,,,718030,192830
400400,Linthal (Limmern),Linthal,S,Linthal,Glarus,im Normalbetrieb,T,,32,34.4,34.4,33.5,33.5,30.7,50.4,81.1,81.1,0,0,0,0,0,0,1964,1964,683.2,100,Glarus,100,,,,,Fätschbach,Limmernsee,Linth,,,,,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2044,,,,,,,,,,,,,,,,,,,- Zentralen Linthal (Limmern) und Fätschbach in einem Gebäude,,,,,,,,,,718010,197210
400500,Fätschbach,Fätschbach,L,Linthal,Glarus,im Normalbetrieb,T,,3,15,15,14.5,14.5,20.1,54.3,74.4,74.4,0,0,0,0,0,0,1950,1950,683.2,100,Glarus,100,,,,,Fätschbach,,,,,,,14.5,,,,,,B,KLL (Zentrale Tierfehd(Limmern)),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2029,,,,,,,,,,,,,,,,,,,- Zentralen Linthal (Limmern) und Fätschbach in einem Gebäude,,,,,,,,,,718010,197210
400600,Linthkraft (Stiftung),Linthkraft (Stiftung),L,Linthal,Glarus,im Normalbetrieb,T,,5,0.5,0.5,0.4,0.4,1.17,1.1,2.27,2.27,0,0,0,0,0,0,1900,2004,655.45,100,Glarus,100,,,,,Linth,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718640,197730
400700,Linthal (Spinnerei Linthal),Linthwerk,L,Linthal,Glarus,im Normalbetrieb,T,,15,1.6,1.6,1.6,1.6,3.64,4.5,8.14,8.14,0,0,0,0,0,0,1877,2012,636.82,100,Glarus,100,,,,,Linth,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718900,198400
400800,"Brummbach, Linthal","Brummbach, Linthal",L,"Linthal, Stachelberg",Glarus,im Normalbetrieb,T,,0.7,3.9,3.9,2.44,2.44,5,7.6,12.6,12.6,0,0,0,0,0,0,1921,2010,640.5,100,Glarus,100,,,,,Brummbach,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719080,198580
400850,"Brummbach, Braunwald","Brummbach, Braunwald",L,Braunwald,Glarus,im Normalbetrieb,T,,0.7,0.93,0.93,1,1,0.4,2.8,3.2,3.2,0,0,0,0,0,0,2014,,1265,100,Glarus,100,,,,,Brummbach,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717590,199770
400900,Rüti,Rüti,L,Rüti,Glarus,stillgelegt,T,,4,0.36,0.36,0.32,0.32,1,1.2,2.2,2.2,0,0,0,0,0,0,1901,1983,635,100,Glarus,100,,,,,Linth,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,- Kote Maschinensaalboden: Schätzung BFE auf Grund der Statistik 1973,- Es wird als Ersatz eine neue Zentrale in der Nähe der stillgelegten Zentrale gebaut (2016-2017)          ,                                                  ,,,,,,,,719590,199160
400910,"Cotlan, Rüti ",Kraftwerk Cotlan,L,"Rüti, Gmde Glarus Süd",Glarus,im Bau,T,,15,2.53,2.53,2.44,2.44,4.5,8,12.5,12.5,0,0,0,0,0,0,2017,,618.45,100,Glarus,100,,,,,Linth,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2097,,,,,,,,,,,,,,,,,,,- Die geplante Inbetriebnahme erfolgt im Jahre 2017,,,,,,,,,,719730,199250
400950,Diesbach (Linth),Diesbach (Linth),L,Diesbach,Glarus,im Normalbetrieb,T,,12,0.93,0.93,0.88,0.88,2,3.1,5.1,5.1,0,0,0,0,0,0,1945,1997,588.06,100,Glarus,100,,,,,Linth,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720990,201230
401000,Hätzingen,Hefti,L,Hätzingen,Glarus,im Normalbetrieb,T,,8,1.05,1.05,0.88,0.88,2.3,4.4,6.7,6.7,0,0,0,0,0,0,1850,2007,558.95,100,Glarus,100,,,,,Linth,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721880,202750
401100,Luchsingen,Luchsingen,L,Luchsingen,Glarus,im Normalbetrieb,T,,0.84,3.5,3.5,3.3,3.3,4,9.5,13.5,13.5,0,0,0,0,0,0,1940,1976,595.8,100,Glarus,100,,,,,Baechibach,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721520,202900
401150,Leuggelbach,Leuggelbach,L,Leuggelbach,Glarus,im Normalbetrieb,T,,0.2,1,1,1,1,2.5,3.9,6.4,6.4,0,0,0,0,0,0,1930,1993,550,100,Glarus,100,,,,,Vorbach,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,722390,204180
401200,Haslen,Haslen,L,Haslen,Glarus,im Normalbetrieb,T,,10.56,0.92,0.92,0.88,0.88,2.76,3.24,6,6,0,0,0,0,0,0,1848,2012,538.6,100,Glarus,100,,,,,Linth,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,- Ehehaftes Wassernutzungsrecht. Die energierechtliche Bewilligung wurde vom Kanton für 80 Jahre erteilt.,,,,,,,,,,723370,204920
401225,Schwanden (F.Blumer),Schwanden (F.Blumer),L,Schwanden,Glarus,im Normalbetrieb,T,,21.5,0.9,0.9,0.85,0.85,1.5,2.8,4.3,4.3,0,0,0,0,0,0,1828,1999,523.8,100,Glarus,100,,,,,Linth,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724670,206050
401250,Empächli,Empächli,L,Elm,Glarus,im Normalbetrieb,T,,0.1,0.33,0.33,0.32,0.32,0.3,0.9,1.2,1.2,0,0,0,0,0,0,1995,1995,1440,100,Glarus,100,,,,,Quelle Pleus,Steinibach,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730980,198240
401300,Krauchbach,Krauchbachwerk,L,Matt,Glarus,im Normalbetrieb,T,,0.8,0.64,0.64,0.6,0.6,0.8,2.3,3.1,3.1,0,0,0,0,0,0,1902,1999,845,100,Glarus,100,,,,,Krauchbach,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,Ehehaftes Recht,9999,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,,,,,,,731000,202000
401325,"Engi, Hinterdorf (Sernf)","Engi, Hinterdorf (Sernf)",L,Engi (Glarus Süd),Glarus,im Normalbetrieb,T,,7,0.53,0.53,0.53,0.53,0.4,2.1,2.5,2.5,0,0,0,0,0,0,2012,,795.2,100,Glarus,100,,,,,Sernf,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730910,204030
401350,"Engi, Vorderdorf (Mühlebach)",Engi,L,"Engi, Vorderdorf (Glarus Süd)",Glarus,im Normalbetrieb,T,,1.1,3.75,3.75,3.75,3.75,3.45,12.65,16.1,16.1,0,0,0,0,0,0,2009,,810.45,100,Glarus,100,,,,,Mühlebach,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2089,,,,,,,,,,,,,,,,,,,"- Zentrale Bergen mit 150 KW befindet sich auch in der Zentrale Engi, Vorderdorf (Mühlebach)",,,,,,,,,,730430,205200
401400,Schwanden (Sernf),Sernf,L,Schwanden,Glarus,im Normalbetrieb,T,,8.8,15.7,15.7,16.5,16.5,26,59,85,85,0,0,0,0,0,0,1931,2003,537.6,100,Glarus,100,,,,,Sernf,,,,,,,16.5,,,,,,B,KLL (Zentrale Tierfehd (Hintersand)),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2051,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude      ",                          , ,,,,,,,,725380,206280
401500,Schwanden (Niederenbach),Niederenbach,S,Schwanden,Glarus,im Normalbetrieb,T,,3.6,28.2,28.2,33.5,33.5,13,27,40,40,0,0,0,0,0,0,1931,2004,537.6,100,Glarus,100,,,,,Garichtisee,Niederenbach,,,,,,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2051,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude",,,,,,,,,,725380,206280
401600,Schwanden (Gemeinde),Schwanden (Gemeinde),L,Schwanden,Glarus,im Normalbetrieb,T,,0.56,1.8,1.8,1.8,1.8,4.5,6,10.5,10.5,0,0,0,0,0,0,1899,2005,535,100,Glarus,100,,,,,Niederenbach,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude       ",                          ,,,,,,,,,725370,206270
401700,Schwanden (SNE),Schwanden (SNE),L,Schwanden,Glarus,im Normalbetrieb,T,,5,0.5,0.5,0.4,0.4,0.8,1.5,2.3,2.3,0,0,0,0,0,0,1908,2000,522,100,Glarus,100,,,,,Sernf,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724980,206160
401750,Mitlödi (Föhnen/Sool),Mitlödi (Föhnen/Sool),L,Mitlödi,Glarus,im Bau,T,,13,4,4,4,4,10.9,10.9,21.8,21.8,0,0,0,0,0,0,2018,,532.8,100,Glarus,100,,,,,Niederenbach,Sernf,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2096,,,,,,,,,,,,,,,,,,,- Die voraussichtliche Inbetriebnahme des Neubaus der Zentrale Mitlödi (Föhnen/Sool)  ist im Jahre 2018 vorgesehen,- Bei Inbetriebnahme im Jahre 2018  ist der Ablauf der Konzession im 2098          ,,,,,,,,,725110,207800
401760,Mitlödi (Seidendruckerei),Mitlödi (Seidendruckerei),L,Mitlödi (Glarus Süd),Glarus,im Normalbetrieb,T,,22,0.85,0.85,0.82,0.82,2.2,3.5,5.7,5.7,0,0,0,0,0,0,2016,,492.35,100,Glarus,100,,,,,Linth,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725150,208020
401775,Mühlefuhr,Mühlefuhr,L,Ennenda,Glarus,im Normalbetrieb,T,,22,0.82,0.82,0.82,0.82,1.65,3.85,5.5,5.5,0,0,0,0,0,0,1920,2010,482.26,100,Glarus,100,,,,,Linth,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724970,209700
401780,Holenstein Wehrkraftw. Glarus,Holenstein Wehrkraftw. Glarus,L,"Mitlödi, Gmde. Glarus Süd",Glarus,im Normalbetrieb,T,,18.5,0.55,0.55,0.55,0.55,0.88,1.32,2.2,2.2,0,0,0,0,0,0,2016,,479.5,100,Glarus,100,,,,,Linth,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724570,210130
401790,Walzmühle 2,Walzmühle 2,L,"Ennenda, Alpenbrüggli",Glarus,im Normalbetrieb,T,,10,0.32,0.32,0.32,0.32,1.07,1.31,2.38,2.38,0,0,0,0,0,0,2011,2011,468.5,100,Glarus,100,,,,,Linth,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723740,212210
401800,"Elggiskraft, Netstal","Elggiskraft, Netstal",L,Netstal,Glarus,im Normalbetrieb,T,,20,0.8,0.8,0.8,0.8,1.66,2.69,4.35,4.35,0,0,0,0,0,0,1912,1983,452.4,100,Glarus,100,,,,,Linth,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723200,213800
401900,Am Löntsch,Am Löntsch,S,Netstal,Glarus,im Normalbetrieb,T,,20,89.1,89.1,60,60,47.5,71.6,119.1,119.1,0,0,0,0,0,0,1908,1975,481.75,100,Glarus,100,,,,,Klöntaler-See,Löntsch,,,,,,60,,,,,,A,"Spälti & Co AG, Netstal",,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722350,212990
402000,"Linthkraft, Netstal","Linthkraft, Netstal",L,Netstal,Glarus,im Normalbetrieb,T,,35,1.42,1.42,1.4,1.4,2.5,3.7,6.2,6.2,0,0,0,0,0,0,1923,1960,449,100,Glarus,100,,,,,Linth,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723190,214910
402100,Tobel,Mels (Tobel),L,Mels,St.Gallen,im Normalbetrieb,T,,2.8,0.99,0.99,0.95,0.95,1.7,2.2,3.9,3.9,0,0,0,0,0,0,1906,1995,714.6,100,St.Gallen,100,,,,,Seez,,,,,,,0.95,,,,,,B,KSL (Zentrale Mapragg),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748500,211540
402200,Mels (KW Stoffel),Mels (KW Stoffel),L,"Mels, Steigs",St.Gallen,im Normalbetrieb,T,,2.34,3.3,3.3,3.4,3.4,5.26,8.74,14,14,0,0,0,0,0,0,1931,1989,536.7,100,St.Gallen,100,,,,,Seez,,,,,,,3.4,,,,,,B,KSL (Zentrale Mapragg),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2057,,,,,,,,,,,,,,,,,,,- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse       ,- Ersatzenergie: Bezug wird in Franken abgegolten infolge Wasserableitung der Seez durch KSL   , ,                              ,,,,,,,750220,212140
402300,Mels (Halde),Mels (Halde),L,Mels,St.Gallen,im Normalbetrieb,T,,2.5,0.55,0.55,0.5,0.5,0.96,1.68,2.64,2.64,0,0,0,0,0,0,1878,2003,507,100,St.Gallen,100,,,,,Seez,,,,,,,0.5,,,,,,B,KSL (Zentrale Mapragg),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2048,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,- Ersatzenergie:	Bezug wird in Franken abgegolten infolge  Wasserableitung der Seez durch KSL       ,                             ,,,,,,,,,750120,212280
402370,Mädems-Parmort,Kraftwerk Mädems-Parmort,L,Mels,St.Gallen,im Bau,T,,0.5,1.76,1.76,1.76,1.76,2,3.7,5.7,5.7,0,0,0,0,0,0,2018,,1060,100,St.Gallen,100,,,,,Cholschlagerbach,Mädems Quellen,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2098,,,,,,,,,,,,,,,,,,,- Die geplante Inbetriebnahme ist im 2018 vorgesehen,,,,,,,,,,746510,212830
402400,Plons,Plons,L,"Plons, Gmde. Mels",St.Gallen,im Normalbetrieb,T,,1.2,4.5,4.5,4.3,4.3,5,13.5,18.5,18.5,0,0,0,0,0,0,1948,2002,478.2,100,St.Gallen,100,,,,,Chapfensee,Cholschlagerbach,Lutzbach,Röllbach,Schmelzibach,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749010,213310
402500,Pravizin 1 (Bruggwiti),Flums (Pravizin 1 (Bruggwiti)),L,Flums,St.Gallen,im Normalbetrieb,T,,1.87,5.07,5.07,5.4,5.4,6.47,17.33,23.8,23.8,0,0,0,0,0,0,1901,1988,624.14,100,St.Gallen,100,,,,,Schilsbach,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse,                                             ,    ,                                                        ,,,,,,,743950,216800
402600,Pravizin 2 (Äuli),Flums (Pravizin 2 (Äuli)),L,Flums,St.Gallen,im Normalbetrieb,T,,0.4,0.7,0.7,0.75,0.75,1.51,1.83,3.34,3.34,0,0,0,0,0,0,1943,1943,624.39,100,St.Gallen,100,,,,,Schilsbach,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse,                                              ,      ,                                                     ,,,,,,,743950,216770
402675,"Röllbach, Flums","Röllbach, Flums",L,"Flums, Rüfi",St.Gallen,im Normalbetrieb,T,,0.18,0.34,0.34,0.34,0.34,0.9,1,1.9,1.9,0,0,0,0,0,0,1890,1963,459.66,100,St.Gallen,100,,,,,Röllbach,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745290,216360
402700,Felsen,Flums (Felsen),L,Flums,St.Gallen,im Normalbetrieb,T,,1.25,1.48,1.48,1.45,1.45,3,5,8,8,0,0,0,0,0,0,1866,1993,476.14,100,St.Gallen,100,,,,,Schilsbach,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse,                                             ,,,,,,,,,744380,216980
402710,"Eggi, Walenstadt",Kraftwerk Berschnerbach AG,L,Walenstadt,St.Gallen,im Bau,T,,1,3.14,3.14,3.14,3.14,3,7.6,10.6,10.6,0,0,0,0,0,0,2019,,673.6,100,St.Gallen,100,,,,,Berschnerbach,,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2099,,,,,,,,,,,,,,,,,,,- Die Inbetriebnahme ist im Jahre 2019 vorgesehen,,,,,,,,,,745900,218950
402725,Neues Sägengüetli,Flums (Neues Sägengüetli),L,Flums,St.Gallen,im Normalbetrieb,T,,1,1.19,1.19,1.29,1.29,0.8,3.42,4.22,4.22,0,0,0,0,0,0,1974,1974,472.2,100,St.Gallen,100,,,,,Schilsbach,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse,,,,,,,,,,744360,217040
402750,Töbeli,Töbeli,L,Töbeli,St.Gallen,im Normalbetrieb,T,,0.13,0.6,0.6,0.5,0.5,1.2,1.6,2.8,2.8,0,0,0,0,0,0,1895,1992,517.76,100,St.Gallen,100,,,,,Brunnenquellen,Cafentisquellen,Katzenzipfelquellen,Vogelrütiquellen,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2052,,,,,,,,,,,,,,,,,,,- Trinkwasserkraftwerk,,,,,,,,,,743400,221050
402800,Talbach,Talbach,L,"Mols, Tal",St.Gallen,im Normalbetrieb,T,,0.15,0.75,0.75,0.75,0.75,2.6,2.8,5.4,5.4,0,0,0,0,0,0,1954,1954,504,100,St.Gallen,100,,,,,Talbach-Quellen,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739030,219350
402900,Oberterzen (Büeli),Oberterzen,L,Oberterzen,St.Gallen,im Normalbetrieb,T,,0.21,1.16,1.16,1.16,1.16,2.55,3.89,6.44,6.44,0,0,0,0,0,0,1927,1927,760,100,St.Gallen,100,,,,,Quellen im Recket,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738230,218220
